TYPE;NAVIGATIONPATH;EXTERNALKEY;Artikelname (KOM --> Übersetzung);Produkttext Shop (KOM --> Übersetzung);Anbau - übersetzen (KOM);Einkauf & Logistik - übersetzen (KOM);Produzierende - übersetzen (KOM);Verarbeitung - übersetzen (KOM);Nachhaltigkeit & Transparenz (KOM);Verwendung & Zubereitung (KOM --> Übersetzung);Aufbewahrung & Haltbarkeit (KOM --> Übersetzung);Herkunft (KOM);Category ID Shopware (Kategorien)
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - weitere;1021493;4 Tafeln Schokolade aus Togo - A2M;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - fairafric;1016764;fairafric Kennenlernpaket;Mit dem Kennenlernpaket von fairafric erhalten Sie vier verschiedene Tafeln. Allesamt sind vollständig in Ghana produziert und verpackt. Um den Export kümmert sich fairafric. Die deutsche Firma ist seit 2016 in Ghana und hat 2020 eine neue, solarbetriebene Fabrik mit knapp 100 Mitarbeitenden in Betrieb genommen. Jede Tafel wiegt 80 Gramm.;Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet.;Einkauf bei Verarbeiter, seit 2017. Transport: LKW nach Accra, Schiff nach Europa, LKW nach Embrach/Singen.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut.;Vollständig vor Ort verarbeitet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt, Transport: LKW nach Accra, Schiff nach Europa, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2017 Verbesserungspotenzial: Lebensbedingungen der Kakaoproduzent:innen;;Kühl und trocken lagern;Ghana;Schokolade, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - fairafric;1020689;fairafric Kennenlernpaket;Mit dem Kennenlernpaket von fairafric erhalten Sie vier verschiedene Tafeln: Je eine milde Zartbitterschokolade mit 70 % Kakaoanteil, Zartbitterschokolade 70 % Kakao mit Kakaosplittern, herbe Zartbitterschokolade 80 % Kakao sowie eine helle Tafel Cashewcreme mit 42 % Kakaoanteil. Allesamt sind vollständig in Ghana produziert und verpackt. Um den Export kümmert sich fairafric. Die deutsche Firma ist seit 2016 in Ghana und hat 2020 eine neue, solarbetriebene Fabrik mit knapp 100 Mitarbeitenden in Betrieb genommen. Jede Tafel wiegt 80 Gramm. Mindestens haltbar bis 31.05.2026;Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet.;Einkauf bei Verarbeiter, seit 2017. Transport: LKW nach Accra, Schiff nach Europa, LKW nach Embrach/Singen.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut.;Vollständig vor Ort verarbeitet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt, Transport: LKW nach Accra, Schiff nach Europa, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2017 Verbesserungspotenzial: Lebensbedingungen der Kakaoproduzent:innen;;Kühl und trocken lagern;Ghana;Schokolade, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - fairafric;1021758;fairafric Kennenlernpaket;Mit dem Kennenlernpaket von fairafric erhalten Sie vier verschiedene Tafeln: Je eine milde Zartbitterschokolade mit 70 % Kakaoanteil, Zartbitterschokolade 70 % Kakao mit Kakaosplittern, herbe Zartbitterschokolade 80 % Kakao sowie eine helle Tafel Cashewcreme mit 42 % Kakaoanteil. Allesamt sind vollständig in Ghana produziert und verpackt. Um den Export kümmert sich fairafric. Die deutsche Firma ist seit 2016 in Ghana und hat 2020 eine neue, solarbetriebene Fabrik mit knapp 100 Mitarbeitenden in Betrieb genommen. Jede Tafel wiegt 80 Gramm.;Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet.;Einkauf bei Verarbeiter, seit 2017. Transport: LKW nach Accra, Schiff nach Europa, LKW nach Embrach/Singen.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut.;Vollständig vor Ort verarbeitet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt, Transport: LKW nach Accra, Schiff nach Europa, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2017 Verbesserungspotenzial: Lebensbedingungen der Kakaoproduzent:innen;;Kühl und trocken lagern;Ghana;Schokolade, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Nüsse > Nüsse - weitere;1020638;A2M 5 kg Barunüsse;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Nüsse > Nüsse - weitere;1021075;Barunüsse;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Nüsse > Nüsse - weitere;1021226;A2M 500 g Barunüsse;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Öle - weitere;1020723;A2M 5x 30 ml Paranussöl;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Snacks;1021419;fairafric Kennenlernpaket;Mit dem Kennenlernpaket von fairafric erhalten Sie fünf verschiedene Schokoladetafeln: Herb mit 80 Prozent Kakaoanteil, extra Kakao mit 43 Prozent Kakaoanteil, Kakaosplitter mit 70 Prozent Kakaoanteil, mild mit 70 Prozent Kakaoanteil sowie Cashewcreme mit 42 Prozent Kakaoanteil. Allesamt wurden vollständig in Ghana produziert und verpackt. Um den Export kümmert sich fairafric. Die deutsche Firma ist seit 2016 in Ghana und hat 2020 eine neue, solarbetriebene Fabrik mit knapp 100 Mitarbeitenden in Betrieb genommen.;Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet.;Einkauf bei Verarbeiter, seit 2017. Transport: LKW nach Accra, Schiff nach Europa, LKW nach Embrach/Singen.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut.;Vollständig vor Ort verarbeitet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt, Transport: LKW nach Accra, Schiff nach Europa, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2017 Verbesserungspotenzial: Lebensbedingungen der Kakaoproduzent:innen;;Kühl und trocken lagern.;Ghana;Schokolade, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - weitere;1021031;6 Tafeln Schokolade ChocoSamona - A2M;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Nüsse > Nüsse - weitere;1021464;6x Paranussaufstrich - A2M;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > verarbeitete pflanzliche Produkte;1020900;6x Saucen Communauts - A2M;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - fairafric;1022134;fairafric Kennenlernpaket;Mit dem Kennenlernpaket von fairafric erhalten Sie sechs verschiedene Tafeln: 1x milde Zartbitterschokolade, 70 Prozent Kakao 1x milde Zartbitterschokolade mit Kakaosplittern, 70 Prozent Kakao 1x herbe Zartbitterschokolade, 80 Prozent Kakao 1x helle Schokolade mit Cashewcreme, 42 Prozent Kakao 1x helle Schokolade mit Haselnüssen und Cashewcreme, 42 Prozent Kakao 1x helle Schokolade mit Caramel, Fleur de Sel und Cashewcreme, 42 Prozent Kakao Allesamt sind vollständig in Ghana produziert und verpackt. Um den Export kümmert sich fairafric. Die deutsche Firma ist seit 2016 in Ghana und hat 2020 eine neue, solarbetriebene Fabrik mit knapp 100 Mitarbeitenden in Betrieb genommen. Jede Tafel wiegt 80 Gramm.;Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet.;Einkauf bei Verarbeiter, seit 2017. Transport: LKW nach Accra, Schiff nach Europa, LKW nach Embrach/Singen.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut.;Vollständig vor Ort verarbeitet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 1101 Bauernfamilien auf durchschnittlich 2.5 ha in der Eastern Region in Ghana angebaut Bio, Agroforstwirtschaft, keine Bewässerung, von Hand geerntet, solarbetriebener Verpackungsbetrieb in Amanase-Suhum, ohne Plastik verpackt, Transport: LKW nach Accra, Schiff nach Europa, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2017 Verbesserungspotenzial: Lebensbedingungen der Kakaoproduzent:innen;;Kühl und trocken lagern;Ghana;Schokolade, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - weitere;1021284;Schokolade ChocoSamona;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - weitere;1021498;8 Tafeln Schokolade aus Togo - A2M;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Schokolade - weitere;1021032;9 Tafeln Schokolade ChocoSamona - A2M;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > verarbeitete pflanzliche Produkte;1020898;9x Konfitüre Communauts;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Nüsse > Nüsse - weitere;1021482;9x Paranussaufstrich - A2M;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019192;A Sea Eagle / Paolo Pellegrin;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1020481;A2M 15 kg schwarzer Dal & Gewürze;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1020477;A2M 3 kg schwarzer Dal & Gewürze;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1020479;A2M 6 kg schwarzer Dal & Gewürze;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1020480;A2M 9 kg schwarzer Dal & Gewürze;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Getränke > Tee;1020518;A2M neu de_CH;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Essig;1018959;Aceto Balsamico di Modena I.G.P.;Dieser Aceto Balsamico entsteht knapp 40 Kilometer nördlich von Modena. Er besteht aus einer Mischung aus Weinessig und gekochtem Traubenmost aus den Rebsorten Lambrusco und Sangiovese. Nach ein bis zwei Jahren Fermentation ruht der Balsamico weitere ein bis zwei Jahre in Eichenfässern, was ihm ein intensives Aroma mit leicht scharfen Geschmack und einem Hauch von Süsse verleiht. Frei von Farb- und Konservierungsstoffen.;;;;;;;Der Balsamico-Essig kommt im 3-Liter-Bag-in-Box und ist darin bei Raumtemperatur praktisch unbegrenzt haltbar. Die offizielle Mindesthaltbarkeit beträgt 10 Jahre.;Italien;Vorrat, Öl & Essig
Produkt;Direktversand > Frischprodukte > Früchte;Direktversand_Frischprodukte_Fruechte_0_Aepfelfrisch;;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Früchte > Äpfel (frisch);1018973;Äpfel süss-säuerlich;Drei Sorten Bio-Äpfel von Angela und Marcel Rechsteiner. Die beiden führen den Biohof Sommeri in Sommeri. Das Paket enthält folgende Sorten: Jonagold: süss mit feiner Säure Milwa, süss mit feiner Säure Boskoop, herb-säuerlich;;;;;;;;Schweiz;Früchte & Gemüse, Weitere Früchte
Artikel;Direktversand > Frischprodukte > Früchte > Äpfel (frisch);1021698;Äpfel Ladina;Äpfel der schorfresistenten Sorte Ladina vom Hof Kuppelwieser in Bad Ragaz. Der Familienbetrieb produziert seit 25 Jahren biologisch. Die Ladina-Äpfel zeichnen sich durch ein saftiges, feinzelliges Fruchtfleisch sowie ihr exotisches Aroma aus, das entfernt an Litschi erinnert. Die Sorte ist gut lagerbar.;;;;;;;;Schweiz;Früchte & Gemüse, Weitere Früchte
Artikel;Direktversand > Frischprodukte > Früchte > Äpfel (frisch);1020576;Äpfel Sortenmix;Äpfel der Sorten Jonagold, Gala und Braeburn vom Hof Caprina in Steinebrunn. Die Äpfel wachsen auf einem Landstück, das sich in Bio-Umstellung befindet. Jonagold schmeckt süss-säuerlich und hat ein festes, saftiges Fruchtfleisch. Gala schmeckt sehr süss und ist ebenfalls fest im Biss. Braeburn-Äpfel hat einen komplex-süssen Geschmack mit frischer Säure und festem Fruchtleisch.;;;;;;;;Schweiz;Früchte & Gemüse, Weitere Früchte
Artikel;Direktversand > Frischprodukte > Früchte > Äpfel (frisch);1019329;Sommeräpfel;Paket mit Bio-Sommeräpfeln der Hochstammsorten Discovery, Nela, Stark Earliest und July Red. Discovery bildet gelbe Äpfel mit roten Streifen und festem, leicht saurem Fruchtfleisch. Die Nela-Äpfel sind ebenfalls gelb-rot und schmecken saftig mit leichter Säure. Stark Earliest bildet grosse rote Äpfel mit aromatisch erfrischender Süsse. Die Äpfel der Sorte July Red sind aussen rot, innen weiss und haben ein weinsäuerliches Aroma.;;;;;;;Alle vier Sorten sind Frühäpfel und deshalb nur begrenzt lagerfähig. In einem kalten, möglichst feuchten Keller mit ausreichend Belüftung können Sie die Früchte bis zu 4 Wochen aufbewahren. Alternativ auch im Gemüsefach des Kühlschranks. Die Sorte Stark Earliest sollten sie jedoch zügiger verzehren, da diese schnell mehlig wird. Nicht zusammen mit anderem Obst und Gemüse lagern, da die Früchte das Reifegas Ethylen produzieren.;Schweiz;Früchte & Gemüse, Weitere Früchte
Artikel;Direktversand > Frischprodukte > Früchte > Äpfel (frisch);1022011;Säuerliche Äpfel;Frische Bio-Äpfel der Sorten Boskoop und Topaz vom Biohof Kuppelwieser in Bad Ragaz. Die Boskoop-Äpfel schmecken herb-säuerlich und eignen sich gut für Apfelkuchen, zum Einkochen als Apfelmus oder für Saft und Apfelwein. Die Topaz-Äpfel sind angenehm säuerlich und eignen sich ebenfalls gut zum Backen, schmecken aber auch pur gut. Sie erhalten je 5 Kilo pro Sorte.;;;;;;;;Schweiz;Früchte & Gemüse, Weitere Früchte
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019170;After the Flood the Pandemic / Paul Goodwin;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1019964;Alberelli de la Santa Rosé, Hisotelaray;Paket mit 6 Flaschen Alberelli de la Santa Rosé 2019 von Hisotelaray. Einem frischen, fruchtigen Rosé aus der Region Salento in Apulien. Hisotelaray gehört Libera Terra an, einem Verbund von Kooperativen, die auf Land wirken, das die italienischen Behörden von der Mafia konfisziert haben. In der Nase zeigt er sich mit klarer Kirschfrucht und roten Beeren. Am Gaumen fruchtig, mit schöner Säure und langem Abgang.;;;;;;;;Italien;Getränke, Wein & Cider
Produkt;Direktversand > Frischprodukte > Milchprodukte;Direktversand_Frischprodukte_Milchprodukte_0_AlpBergkaese;;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1018943;Bündner Alpkäse;1.5 bis 2 Monate gereifter, halber Käselaib mit einem Gewicht von mindestens 2.5 Kilo von der Alp Curtginatsch. Die Alp Curtginatsch liegt auf 2273 Metern über dem Meer mitten im Naturpark Beverin. Jedes Jahr sömmern hier 20 Bauernfamilien zwischen 100 und 120 Kühe auf der Alp. Der Alpkäse aus dem Naturpark fördert so die lokale Wertschöpfung und dessen Produktion hilft beim Erhalt der Kulturlandschaft.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käselaib in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Milchprodukte;1000969;Urner Alpkäse;Ein eher milder, halbharter Alpkäse aus Spiringen im Urner Schächental, produziert auf der Alp Alplen-Oberstaffel. Der mindestens 3.5 Kilo schwere Käselaib wird am 19.10.2021 verschickt. Sie sollten das Paket nach Möglichkeit persönlich entgegennehmen.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käselaib in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er dabei etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1022234;Mutschli von der Alp Jänzimatt;Diese Mutschlis entstehen aus Bio-Rohmilch auf der Alp Jänzimatt Herrenhütte. Sie liegt auf 1600 bis 1800 Metern im Kanton Obwalden zwischen Giswil und Sörenberg. Familie Riebli vom Biohof Brüggi in Giswil betreibt die Alp jeweils von Juni bis September und produziert pro Sommer etwa 6000 Kilo Käse auf der Alp. Die Mutschlis sind eine Obwaldner Spezialität, die auch lokal nur zwischen September und November erhältlich ist. Sie sind sehr mild und cremig und ähneln im Geschmack einem Luzerner Rahmkäse. Familie Riebli liefert Ihnen zwei Mutschlis zu je ca. 900 Gramm.;;;;;;;;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1021953;Alpkäse aus Parpan;36 Monate gereifter Alpkäse von der Alpkäserei Parpan. Der Betrieb verarbeitet die Rohmilch der drei Alpen Stätz, Kötzigerberg und Plantahof in der Region Churwalden-Lenzerheide. Der Hartkäse erinnert an einen reifen Parmesan, ist aber weniger salzig und geschmeidiger im Abgang. Er eignet sich gut zum Reiben und Überbacken, schmeckt aber auch pur hervorragend. Eine echte Spezialität, die man selten findet! Sie erhalten einen halben Laib mit mindestens 2 Kilo Gewicht.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käselaib in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er dabei etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Frischprodukte;1020548;Fleisch vom Alpschwein;;;;;;;;;;Fleisch, Fleisch & Käse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Frischprodukte;1019771;Fleisch vom Alpschwein;;;;;;;;;;Fleisch, Fleisch & Käse
Produkt;Direktversand > Trockenprodukte > Trockenfrüchte;Direktversand_Trockenprodukte_Trockenfruechte_0_Ananas;;;;;;;;;;;
Produkt;Direktversand > Frischprodukte > Früchte;Direktversand_Frischprodukte_Fruechte_0_Ananasfrisch;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Trockenfrüchte > Ananas;1000216;Ananas Cayenne Lisse;Unsere getrockneten Ananasstücke der Sorte Cayenne Lisse kommen aus der Region Maritime in Togo. Rund 150 Bauernfamilien bauen sie dort auf kleinen Flächen von durchschnittlich 0.5 Hektar an. Die getrockneten Ananasstücke entstehen aus Früchten, die zu klein sind für Ananasringe. Die Verarbeitung und Trocknung findet direkt vor Ort und mit viel Handarbeit bei unserem langjährigen Partner Setrapal statt. Seit 2001 arbeiten wir mit dem Betrieb zusammen. Er war der erste Bio-Ananas-Trockner in Togo und ist heute in Lomé der wichtigste Abnehmer frischer Ananas für die Bauernfamilien der Region. Die Ananasstücke aus Togo schmecken süss und gleichzeitig leicht säuerlich. Sie sind weder geschwefelt noch mit Zucker versetzt. Die Trockenfrüchte sind eine hervorragende Alternative zu frischer Ananas und das ganze Jahr über verfügbar.;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2000. Transport: LKW von den Feldern nach Lomé, Schiff nach Rotterdam, LKW in die Schweiz/Deutschland.;Von 154 Bauernfamilien auf durchschnittlich 0.5 ha in der Region Maritime in Togo angebaut.;Von Hand sortiert, vollständig vor Ort verarbeitet, nie umgepackt.;Von 154 Bauernfamilien auf durchschnittlich 0.5 ha in der Region Maritime in Togo angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, vollständig vor Ort verarbeitet, nie umgepackt, Transport: LKW von den Feldern nach Lomé, Schiff nach Rotterdam Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2000 Verbesserungspotential: Frauen fördern, Training und Sensibilisierung zu den Themen Waldbrand und Arbeitssicherheit;;In einem fest verschlossenen Gefäss und vor Licht geschützt, lassen sich Trockenfrüchte bei Zimmertemperatur auch weit über das Mindesthaltbarkeitsdatum aufbewahren. Nach einigen Monaten werden sie lediglich etwas härter. Zur Weiterverarbeitung können Sie hart gewordene Früchte für einige Minuten in einem heissen Wasserbad aufweichen.;Togo;Ananas, Trockenfrüchte
Artikel;Direktversand > Trockenprodukte > Trockenfrüchte > Ananas;1003090;Ananas Cayenne Lisse;Ananas in Stücke geschnitten und vor Ort schonend getrocknet. Kein Schwefel, kein Zucker. Die getrockneten Ananasstücke schmecken süss und gleichzeitig leicht säuerlich. Wir bieten die Stücke zu einem tieferen Preis an, da sie etwas dunkler sind als gewohnt. Die Farbe hat allerdings keinen Einfluss auf ihren Geschmack und sie sind bedenkenlos geniessbar.;;;;;;;In einem fest verschlossenen Gefäss und vor Licht geschützt, lassen sich Trockenfrüchte bei Zimmertemperatur auch weit über das Mindesthaltbarkeitsdatum aufbewahren. Nach einigen Monaten werden sie lediglich etwas härter. Zur Weiterverarbeitung können Sie hart gewordene Früchte für einige Minuten in einem heissen Wasserbad aufweichen.;Togo;Ananas, Trockenfrüchte
Artikel;Direktversand > Trockenprodukte > Trockenfrüchte > Ananas;1021646;Ananas Cayenne Lisse;Ananas in Stücke geschnitten und vor Ort schonend getrocknet. Kein Schwefel, kein Zucker. Die getrockneten Ananasstücke schmecken süss und gleichzeitig leicht säuerlich. Wir bieten die Stücke zu einem tieferen Preis an, da sie dunkler sind als gewohnt. Die Farbe hat allerdings keinen Einfluss auf ihren Geschmack und sie sind bedenkenlos geniessbar. Mindestens haltbar bis 10.07.2025;;;;;;;;Togo;Ananas, Trockenfrüchte
Artikel;Direktversand > Trockenprodukte > Trockenfrüchte > Ananas;1010226;Ananas Cayenne Lisse;Ananas in Stücke geschnitten und vor Ort schonend getrocknet. Kein Schwefel, kein Zucker. Die getrockneten Ananasstücke schmecken süss und gleichzeitig leicht säuerlich. Mindestens haltbar bis 12.05.2026;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2000. Transport: LKW von den Feldern nach Lomé, Schiff nach Rotterdam, LKW in die Schweiz/Deutschland.;Von 154 Bauernfamilien auf durchschnittlich 0.5 ha in der Region Maritime in Togo angebaut.;Von Hand sortiert, vollständig vor Ort verarbeitet, nie umgepackt.;Von 154 Bauernfamilien auf durchschnittlich 0.5 ha in der Region Maritime in Togo angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, vollständig vor Ort verarbeitet, nie umgepackt, Transport: LKW von den Feldern nach Lomé, Schiff nach Rotterdam Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2000 Verbesserungspotential: Frauen fördern, Training und Sensibilisierung zu den Themen Waldbrand und Arbeitssicherheit;;In einem fest verschlossenen Gefäss und vor Licht geschützt, lassen sich Trockenfrüchte bei Zimmertemperatur auch weit über das Mindesthaltbarkeitsdatum aufbewahren. Nach einigen Monaten werden sie lediglich etwas härter. Zur Weiterverarbeitung können Sie hart gewordene Früchte für einige Minuten in einem heissen Wasserbad aufweichen.;Togo;Ananas, Trockenfrüchte
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Frischprodukte;1020512;Ananas;Ananas in Stücke geschnitten und vor Ort schonend getrocknet. Kein Schwefel, kein Zucker. Die getrockneten Ananasstücke schmecken süss und gleichzeitig leicht säuerlich.;;;;;Von 154 Bauernfamilien auf durchschnittlich 0.5 ha in der Region Maritime in Togo angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, vollständig vor Ort verarbeitet, nie umgepackt, Transport: LKW von den Feldern nach Lomé, Schiff nach Rotterdam Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2000 Verbesserungspotential: Frauen fördern, Training und Sensibilisierung zu den Themen Waldbrand und Arbeitssicherheit;;In einem fest verschlossenen Gefäss und vor Licht geschützt, lassen sich Trockenfrüchte bei Zimmertemperatur auch weit über das Mindesthaltbarkeitsdatum aufbewahren. Nach einigen Monaten werden sie lediglich etwas härter. Zur Weiterverarbeitung können Sie hart gewordene Früchte für einige Minuten in einem heissen Wasserbad aufweichen.;Togo;
